,Gender,family_history_with_overweight,FAVC,CAEC,SMOKE,SCC,CALC,MTRANS,Age,Height,Weight,FCVC,NCP,CH2O,FAF,TUE,BMI
29,1,0,1,2,0,0,1,4,0.19148936170212766,0.4339622641509435,0.2313432835820895,0.5,0.6666666666666667,0.5,0.6666666666666666,1.0,24.801587301587304
30,1,0,1,1,0,0,3,2,0.3191489361702128,0.6037735849056602,0.3283582089552239,0.0,1.0,1.0,0.0,0.5,26.493025631204315
31,0,1,0,2,0,0,2,3,0.36170212765957444,0.2452830188679247,0.2164179104477612,0.5,0.0,0.0,0.3333333333333333,0.0,27.239224483255885
32,0,0,0,2,0,0,2,4,0.21276595744680848,0.6037735849056602,0.2761194029850746,0.5,0.6666666666666667,1.0,0.3333333333333333,0.5,24.258674071946118
33,1,0,0,2,0,0,2,3,0.5319148936170213,0.6415094339622645,0.38059701492537307,0.5,0.0,0.5,0.0,0.0,28.089010954714272
34,1,0,1,1,0,0,2,3,0.17021276595744683,0.37735849056603765,0.17164179104477612,0.5,1.0,0.5,0.6666666666666666,0.0,22.77318640955005
35,0,1,0,2,0,0,2,3,0.14893617021276595,0.09433962264150964,0.19402985074626866,0.5,0.6666666666666667,0.5,0.6666666666666666,1.0,28.88888888888889
36,0,0,1,2,0,1,3,4,0.17021276595744683,0.20754716981132093,0.07462686567164178,0.5,0.6666666666666667,0.0,0.6666666666666666,0.0,20.134779750164363
37,0,0,1,2,0,0,2,3,0.14893617021276595,0.28301886792452846,0.06716417910447758,0.5,0.6666666666666667,0.0,0.3333333333333333,0.0,18.749999999999996
38,1,1,1,2,0,0,2,3,0.19148936170212766,0.37735849056603765,0.208955223880597,0.5,0.6666666666666667,0.5,0.3333333333333333,0.5,24.609733700642796
39,0,1,1,2,0,0,2,3,0.14893617021276595,0.5660377358490565,0.3656716417910448,0.5,0.6666666666666667,1.0,1.0,0.0,28.73469387755102
40,0,1,1,2,0,0,2,3,0.14893617021276595,0.4150943396226414,0.2686567164179104,0.5,0.6666666666666667,0.5,0.3333333333333333,0.0,26.89232313815483
41,1,0,0,1,0,0,3,4,0.19148936170212766,0.4339622641509435,0.15671641791044777,0.5,1.0,0.5,0.0,0.0,21.258503401360546
42,0,1,1,2,0,0,3,3,0.14893617021276595,0.3962264150943393,0.18656716417910446,0.0,0.6666666666666667,0.0,0.0,0.0,23.225431847873423
43,1,1,1,2,1,0,1,3,0.14893617021276595,0.3962264150943393,0.17164179104477612,0.5,0.6666666666666667,0.5,0.3333333333333333,0.5,22.49963710262738
44,1,0,0,3,0,0,3,3,0.14893617021276595,0.6792452830188682,0.3059701492537313,0.0,0.6666666666666667,0.5,0.6666666666666666,0.0,24.41927902078691
45,0,1,0,2,0,0,3,3,0.14893617021276595,0.15094339622641506,0.19402985074626866,0.5,0.6666666666666667,0.0,0.0,0.5,27.76709812465291
46,1,1,1,1,0,0,2,3,0.14893617021276595,0.6981132075471699,0.2462686567164179,0.0,0.6666666666666667,1.0,0.6666666666666666,0.0,21.736505252988767
47,1,1,1,1,0,0,2,3,0.14893617021276595,0.5660377358490565,0.2462686567164179,0.0,0.6666666666666667,1.0,0.6666666666666666,0.0,23.510204081632654
48,0,1,0,2,0,0,2,4,0.12765957446808512,0.3962264150943393,0.15671641791044777,1.0,0.6666666666666667,0.5,0.3333333333333333,0.0,21.773842357381334
49,0,0,1,2,0,0,2,3,0.14893617021276595,0.18867924528301883,0.08208955223880593,0.5,0.6666666666666667,0.5,0.0,0.0,20.811654526534856
50,0,1,1,2,0,0,2,4,0.14893617021276595,0.30188679245283057,0.11567164179104478,1.0,0.6666666666666667,1.0,0.0,0.5,21.025423401874924
51,0,0,1,2,0,0,2,0,0.12765957446808512,0.09433962264150964,0.03731343283582089,0.5,0.6666666666666667,0.0,0.0,0.0,19.555555555555557
52,0,0,1,2,0,0,3,3,0.19148936170212766,0.35849056603773555,0.09701492537313433,1.0,0.0,0.5,0.6666666666666666,1.0,19.333729922665082
53,0,1,0,3,0,1,3,3,0.19148936170212766,0.3396226415094339,0.11940298507462688,1.0,0.6666666666666667,0.5,0.6666666666666666,0.5,20.70081674131507
54,0,0,0,0,0,0,3,3,0.17021276595744683,0.28301886792452846,0.11940298507462688,1.0,1.0,1.0,0.6666666666666666,0.0,21.484374999999996
55,1,0,0,1,0,0,2,0,0.19148936170212766,0.4339622641509435,0.17164179104477612,0.5,1.0,0.5,0.0,0.0,21.9671201814059
56,1,1,1,2,0,0,2,0,0.17021276595744683,0.4716981132075473,0.2313432835820895,0.5,0.6666666666666667,0.0,0.0,0.5,24.221453287197235
57,1,1,0,2,0,0,3,3,0.14893617021276595,0.35849056603773555,0.19402985074626866,0.5,0.6666666666666667,0.0,0.0,0.5,24.167162403331353
58,0,1,1,2,0,0,3,4,0.06382978723404253,0.37735849056603765,0.208955223880597,1.0,0.0,0.5,0.3333333333333333,0.5,24.609733700642796
59,1,1,1,2,0,0,3,3,0.12765957446808512,0.5849056603773586,0.11940298507462688,0.5,1.0,1.0,0.6666666666666666,1.0,17.75568181818182
60,0,1,1,2,0,0,2,3,0.14893617021276595,0.18867924528301883,0.07462686567164178,0.5,0.6666666666666667,1.0,1.0,0.5,20.39542143600416
61,1,0,1,2,0,0,2,3,0.12765957446808512,0.37735849056603765,0.14179104477611937,0.5,0.6666666666666667,0.5,1.0,0.5,21.30394857667585
62,1,0,1,3,0,0,2,3,0.17021276595744683,0.4150943396226414,0.17164179104477612,0.5,0.0,0.5,0.0,0.0,22.230987127541326
63,1,1,1,2,0,0,2,0,0.17021276595744683,0.4339622641509435,0.11940298507462688,0.5,0.6666666666666667,0.5,0.0,1.0,19.48696145124717
64,0,1,1,1,0,0,3,3,0.14893617021276595,0.3962264150943393,0.13432835820895522,0.5,0.6666666666666667,0.0,0.3333333333333333,0.5,20.685150239512268
65,0,1,1,1,0,0,3,3,0.14893617021276595,0.3207547169811322,0.2238805970149254,0.0,0.6666666666666667,0.5,0.0,0.5,26.291723822588015
66,1,1,1,0,0,0,1,3,0.19148936170212766,0.6603773584905661,0.38059701492537307,0.0,0.6666666666666667,0.5,0.0,1.0,27.777777777777775
67,1,1,1,0,0,0,1,0,0.19148936170212766,0.37735849056603765,0.41791044776119396,0.5,0.6666666666666667,0.5,0.0,0.5,34.894398530762174
68,1,1,1,3,1,1,1,0,0.34042553191489366,0.5849056603773586,0.544776119402985,0.0,0.6666666666666667,0.5,0.0,0.0,36.15702479338843
69,1,1,0,3,0,0,2,3,0.19148936170212766,0.6603773584905661,0.15671641791044777,0.5,0.6666666666666667,1.0,0.0,0.5,18.51851851851852
70,0,1,1,0,0,0,3,3,0.19148936170212766,0.37735849056603765,0.3059701492537313,0.5,0.6666666666666667,0.5,0.0,1.0,29.384756657483933
71,0,1,0,3,0,1,2,3,0.17021276595744683,0.4150943396226414,0.08208955223880593,1.0,0.6666666666666667,1.0,0.6666666666666666,0.5,17.92821542543655
72,0,1,0,2,0,1,3,3,0.21276595744680848,0.37735849056603765,0.15671641791044777,0.5,0.6666666666666667,1.0,0.3333333333333333,0.0,22.03856749311295
73,1,1,0,2,0,0,2,1,0.10638297872340424,0.7547169811320757,0.19402985074626866,0.5,0.6666666666666667,1.0,0.6666666666666666,0.5,18.991964937910883
74,1,1,1,1,0,0,1,3,0.21276595744680848,0.4716981132075473,0.3432835820895522,0.5,0.6666666666666667,1.0,0.0,0.5,29.411764705882355
75,0,1,0,2,0,1,3,3,0.19148936170212766,0.3396226415094339,0.04477611940298504,1.0,0.6666666666666667,1.0,0.6666666666666666,0.0,16.937031879257784
76,0,1,0,3,0,0,3,3,0.21276595744680848,0.28301886792452846,0.04477611940298504,0.5,0.6666666666666667,0.5,0.3333333333333333,0.0,17.578124999999996
77,0,1,1,2,0,0,3,3,0.21276595744680848,0.4716981132075473,0.3059701492537313,0.5,0.6666666666666667,1.0,0.0,0.0,27.68166089965398
78,0,1,1,2,0,0,3,3,0.19148936170212766,0.37735849056603765,0.38059701492537307,0.5,0.6666666666666667,1.0,0.0,0.5,33.057851239669425
79,1,1,0,2,0,0,2,3,0.19148936170212766,0.37735849056603765,0.15671641791044777,0.5,0.6666666666666667,0.5,0.0,0.0,22.03856749311295
80,0,0,0,2,0,1,3,3,0.10638297872340424,0.3396226415094339,0.14179104477611937,1.0,0.6666666666666667,0.5,0.0,0.0,21.829952199932254
81,1,1,1,1,0,0,2,3,0.34042553191489366,0.6603773584905661,0.38805970149253727,0.5,0.6666666666666667,0.5,0.0,0.0,28.086419753086417
82,1,1,1,0,0,0,3,3,0.19148936170212766,0.4150943396226414,0.34701492537313433,0.5,0.6666666666666667,0.5,0.0,0.5,30.657248377496504
83,0,0,0,3,0,1,3,4,0.10638297872340424,0.28301886792452846,0.04477611940298504,1.0,0.6666666666666667,1.0,0.6666666666666666,0.0,17.578124999999996
84,1,1,1,1,0,0,2,3,0.23404255319148937,0.4716981132075473,0.3283582089552239,0.5,0.6666666666666667,0.5,0.0,0.5,28.719723183391007
85,1,1,0,2,0,0,3,3,0.19148936170212766,0.37735849056603765,0.14552238805970147,0.5,0.6666666666666667,0.5,0.0,0.0,21.487603305785125
86,1,1,1,1,0,0,3,3,0.14893617021276595,0.7547169811320757,0.3283582089552239,0.5,0.0,1.0,0.3333333333333333,0.0,24.251278305332356
87,1,1,1,2,0,0,3,3,0.10638297872340424,0.6981132075471699,0.3582089552238806,0.5,0.6666666666666667,0.5,0.0,0.0,26.26494384736143
88,0,1,1,1,0,1,3,0,0.17021276595744683,0.37735849056603765,0.19402985074626866,0.5,0.6666666666666667,0.5,0.3333333333333333,0.0,23.875114784205696
89,0,1,1,2,0,0,1,0,0.3191489361702128,0.4716981132075473,0.291044776119403,1.0,0.6666666666666667,0.0,0.6666666666666666,0.5,26.989619377162633
90,0,0,0,0,0,0,3,3,0.23404255319148937,0.3396226415094339,0.40298507462686567,1.0,1.0,0.0,0.6666666666666666,0.0,35.00319921713275
91,0,1,0,0,0,1,1,3,0.12765957446808512,0.30188679245283057,0.18656716417910446,1.0,0.6666666666666667,0.5,0.0,0.5,24.690405462752206
92,1,1,0,1,0,1,1,4,0.8723404255319149,0.6226415094339623,0.3358208955223881,1.0,1.0,1.0,1.0,0.0,26.511804065143288
93,0,0,0,0,0,0,3,4,0.12765957446808512,0.28301886792452846,0.13432835820895522,1.0,0.6666666666666667,0.5,0.3333333333333333,0.0,22.265624999999996
94,0,0,1,2,0,0,3,3,0.21276595744680848,0.28301886792452846,0.06716417910447758,1.0,0.6666666666666667,0.5,0.6666666666666666,0.0,18.749999999999996
95,1,1,0,1,0,0,1,3,0.25531914893617025,0.4716981132075473,0.2313432835820895,1.0,0.0,0.5,0.6666666666666666,0.0,24.221453287197235
96,0,1,0,2,0,0,2,3,0.19148936170212766,0.3962264150943393,0.15671641791044777,0.5,0.6666666666666667,0.5,1.0,0.0,21.773842357381334
97,0,0,0,1,0,0,2,3,0.14893617021276595,0.1320754716981134,0.022388059701492546,1.0,0.0,0.0,0.0,0.0,18.178670360110804
98,0,0,0,1,0,0,2,3,0.14893617021276595,0.1320754716981134,0.022388059701492546,1.0,0.0,0.0,0.0,0.0,18.178670360110804
99,1,0,0,2,0,0,1,3,0.19148936170212766,0.509433962264151,0.2313432835820895,0.5,0.6666666666666667,0.5,1.0,0.5,23.661438615467823
100,0,0,1,2,0,0,2,3,0.14893617021276595,0.4528301886792452,0.17910447761194026,1.0,0.0,0.0,0.0,0.0,22.058051188683873
101,1,1,0,1,0,0,3,3,0.17021276595744683,0.4716981132075473,0.2044776119402985,0.5,0.6666666666666667,0.5,0.0,0.0,22.975778546712807
102,0,0,1,1,0,1,2,0,0.14893617021276595,0.18867924528301883,0.13432835820895522,0.5,1.0,0.5,0.6666666666666666,0.0,23.725286160249738
103,0,1,1,1,0,0,2,3,0.17021276595744683,0.37735849056603765,0.14179104477611937,1.0,1.0,0.5,0.3333333333333333,0.0,21.30394857667585
104,0,1,1,2,0,0,2,0,0.5106382978723404,0.20754716981132093,0.3059701492537313,0.5,0.6666666666666667,0.5,0.0,0.0,32.87310979618672
105,0,0,1,2,0,0,2,3,0.23404255319148937,0.22641509433962304,0.11940298507462688,0.5,0.0,0.5,0.6666666666666666,0.0,22.313278429145196
106,0,0,1,2,0,0,2,3,0.23404255319148937,0.22641509433962304,0.11940298507462688,0.5,0.0,0.5,0.6666666666666666,0.0,22.313278429145196
107,1,1,1,0,0,0,2,0,0.17021276595744683,0.8113207547169807,0.38059701492537307,0.5,0.6666666666666667,0.0,0.0,0.5,25.46401086464464
108,1,1,0,2,0,0,3,4,0.17021276595744683,0.5660377358490565,0.41791044776119396,0.5,0.6666666666666667,1.0,1.0,1.0,31.020408163265305
109,0,1,1,2,0,0,3,3,0.14893617021276595,0.37735849056603765,0.3656716417910448,1.0,0.0,1.0,0.6666666666666666,0.5,32.323232323232325
110,1,1,1,2,0,0,2,3,0.14893617021276595,0.5660377358490565,0.2686567164179104,1.0,0.6666666666666667,0.5,0.0,0.5,24.489795918367346
111,0,1,1,2,0,0,3,3,0.17021276595744683,0.2452830188679247,0.14179104477611937,0.5,0.0,0.0,0.0,0.0,23.233456176894723
112,0,1,1,1,0,0,2,3,0.08510638297872342,0.20754716981132093,0.08955223880597013,0.5,1.0,0.5,0.3333333333333333,0.0,20.956607495069033
113,0,1,0,2,0,0,3,4,0.17021276595744683,0.09433962264150964,0.07462686567164178,0.5,0.0,0.5,1.0,0.0,21.77777777777778
114,0,1,1,1,0,0,1,3,0.10638297872340424,0.30188679245283057,0.17164179104477612,1.0,0.0,0.5,0.3333333333333333,0.0,23.9188302920412
115,0,1,1,1,0,0,3,3,0.06382978723404253,0.5660377358490565,0.13432835820895522,1.0,0.6666666666666667,0.5,0.0,0.5,18.612244897959183
116,0,1,1,2,0,0,3,4,0.021276595744680882,0.37735849056603765,0.3507462686567164,1.0,0.6666666666666667,0.0,1.0,1.0,31.58861340679523
117,0,1,0,1,0,0,3,3,0.06382978723404253,0.4716981132075473,0.3432835820895522,0.5,0.6666666666666667,0.5,0.3333333333333333,0.5,29.411764705882355
118,1,1,1,2,0,0,2,3,0.19148936170212766,0.3207547169811322,0.10447761194029848,0.5,0.6666666666666667,0.5,0.3333333333333333,0.5,20.195092211553114
119,0,1,0,1,1,0,2,0,0.10638297872340424,0.3396226415094339,0.2761194029850746,1.0,0.6666666666666667,1.0,0.6666666666666666,0.5,28.604764951635367
120,0,1,1,1,1,0,3,4,0.19148936170212766,0.4150943396226414,0.2686567164179104,0.5,0.6666666666666667,0.5,0.0,1.0,26.89232313815483
121,1,1,1,1,0,0,1,3,0.19148936170212766,0.7924528301886795,0.41791044776119396,0.0,0.6666666666666667,0.5,0.0,1.0,27.166919271354622
122,1,1,0,1,0,0,3,4,0.14893617021276595,0.5660377358490565,0.08208955223880593,1.0,1.0,0.0,0.3333333333333333,0.0,16.3265306122449
123,1,1,1,2,0,0,3,3,0.21276595744680848,0.3962264150943393,0.208955223880597,1.0,0.0,0.5,0.3333333333333333,0.0,24.31412396574249
124,1,0,1,2,0,0,3,3,0.19148936170212766,0.5849056603773586,0.38059701492537307,1.0,0.6666666666666667,0.0,0.0,0.0,29.054752066115704
125,1,1,1,0,0,0,1,3,0.08510638297872342,0.5660377358490565,0.3059701492537313,0.5,0.6666666666666667,0.5,0.0,0.0,26.122448979591837
126,1,0,1,2,0,0,2,3,0.10638297872340424,0.4150943396226414,0.2164179104477612,0.5,0.6666666666666667,0.5,0.3333333333333333,0.0,24.38237297859371
127,0,0,1,2,0,1,2,3,0.10638297872340424,0.37735849056603765,0.16417910447761191,1.0,0.0,1.0,0.3333333333333333,0.0,22.4058769513315
128,1,1,1,1,0,0,2,3,0.12765957446808512,0.509433962264151,0.2313432835820895,1.0,0.6666666666666667,0.0,0.0,0.0,23.661438615467823
129,1,0,1,2,0,0,1,3,0.276595744680851,0.4716981132075473,0.291044776119403,1.0,0.6666666666666667,1.0,0.3333333333333333,0.5,26.989619377162633
130,0,1,1,1,0,0,3,3,0.12765957446808512,0.2452830188679247,0.10447761194029848,0.5,1.0,0.5,0.3333333333333333,0.5,21.230572023714146
131,1,0,0,2,0,0,3,3,0.19148936170212766,0.3207547169811322,0.14179104477611937,0.5,0.6666666666666667,0.0,0.3333333333333333,0.0,22.10028959000152
132,0,1,1,1,1,1,1,3,0.10638297872340424,0.37735849056603765,0.12686567164179102,1.0,0.6666666666666667,1.0,0.3333333333333333,1.0,20.569329660238754
133,0,0,1,0,0,0,1,3,1.0,0.37735849056603765,0.2014925373134328,1.0,0.6666666666666667,0.5,0.3333333333333333,0.5,24.242424242424246
134,1,1,1,2,0,0,2,0,0.34042553191489366,0.6037735849056602,0.5223880597014925,1.0,0.6666666666666667,0.0,0.6666666666666666,0.0,34.79204570844904
135,1,1,1,2,0,0,2,0,0.21276595744680848,0.4716981132075473,0.2686567164179104,0.5,0.6666666666666667,0.5,0.3333333333333333,0.0,25.95155709342561
136,1,1,1,2,0,0,2,3,0.23404255319148937,0.6415094339622645,0.2462686567164179,0.5,0.6666666666666667,0.5,0.3333333333333333,0.5,22.47120876377142
137,1,1,0,2,1,0,3,2,0.6382978723404256,0.28301886792452846,0.3059701492537313,0.5,0.6666666666666667,1.0,0.0,0.0,31.249999999999993
138,1,1,0,0,0,1,3,1,0.36170212765957444,0.5849056603773586,0.2686567164179104,1.0,0.6666666666666667,1.0,1.0,0.0,24.212293388429753
139,1,0,1,1,0,0,3,3,0.23404255319148937,0.4716981132075473,0.2164179104477612,0.5,0.6666666666666667,0.5,0.0,0.5,23.529411764705884
140,1,1,1,1,0,0,2,3,0.19148936170212766,0.8301886792452828,0.19402985074626866,1.0,0.6666666666666667,1.0,0.3333333333333333,0.5,18.19657904313989
141,1,0,1,0,0,0,1,3,0.23404255319148937,0.7924528301886795,0.2014925373134328,1.0,0.6666666666666667,0.5,0.6666666666666666,0.0,18.873859704309528
142,1,0,1,1,1,0,1,0,0.19148936170212766,0.5471698113207548,0.4067164179104477,0.5,0.6666666666666667,0.0,0.3333333333333333,0.5,30.88254723213106
143,0,0,1,2,0,0,2,0,0.42553191489361697,0.4339622641509435,0.2686567164179104,1.0,0.0,0.0,0.0,0.0,26.573129251700685
144,1,1,0,2,0,1,2,3,0.17021276595744683,0.30188679245283057,0.208955223880597,0.5,1.0,1.0,0.6666666666666666,1.0,25.847768218818715
145,1,0,1,3,0,0,2,3,0.14893617021276595,0.3207547169811322,0.2313432835820895,0.5,0.0,1.0,0.3333333333333333,0.0,26.672763298277697
146,0,0,0,1,0,0,1,3,0.21276595744680848,0.20754716981132093,0.08955223880597013,1.0,0.6666666666666667,0.5,0.6666666666666666,1.0,20.956607495069033
147,0,1,0,2,0,0,2,0,0.46808510638297873,0.3396226415094339,0.3059701492537313,1.0,0.6666666666666667,0.0,0.0,0.0,30.11027889645828
148,0,0,1,0,0,0,2,0,0.276595744680851,0.28301886792452846,0.16417910447761191,1.0,0.6666666666666667,0.5,0.0,0.0,23.828124999999996
149,0,1,1,2,0,0,2,0,0.3829787234042553,0.4150943396226414,0.38059701492537307,1.0,0.0,0.5,0.6666666666666666,0.0,32.2707877657858
150,1,1,1,2,0,0,2,3,0.23404255319148937,0.6226415094339623,0.291044776119403,0.5,0.0,0.5,0.6666666666666666,0.5,24.61810377477591
151,0,1,1,2,0,0,2,0,0.34042553191489366,0.3207547169811322,0.14925373134328357,1.0,0.6666666666666667,0.5,0.6666666666666666,0.0,22.481329065691202
152,0,1,1,0,1,0,2,0,0.5106382978723404,0.09433962264150964,0.15671641791044777,0.5,0.0,0.5,0.0,0.0,26.666666666666668
153,1,1,0,2,0,0,3,0,0.42553191489361697,0.4528301886792452,0.3358208955223881,0.5,0.6666666666666667,1.0,0.6666666666666666,0.0,29.410734918245165
154,1,1,1,2,0,0,2,3,0.17021276595744683,0.5471698113207548,0.41044776119402987,0.5,0.6666666666666667,0.5,0.0,0.0,31.04769454353283
155,0,1,1,1,0,0,2,0,0.36170212765957444,0.4339622641509435,0.17910447761194026,1.0,0.0,0.5,0.3333333333333333,0.5,22.321428571428577
156,0,1,0,1,0,0,3,0,0.44680851063829785,0.15094339622641506,0.04477611940298504,1.0,0.6666666666666667,0.0,0.0,0.5,19.223375624759708
157,1,1,1,1,0,0,2,3,0.14893617021276595,0.4150943396226414,0.15671641791044777,0.5,0.6666666666666667,0.5,0.6666666666666666,0.5,21.513858510523864
158,0,1,0,2,0,0,2,0,0.5531914893617021,0.18867924528301883,0.17164179104477612,1.0,0.6666666666666667,1.0,0.0,0.0,25.806451612903224
159,1,1,1,2,0,0,1,0,0.276595744680851,0.35849056603773555,0.291044776119403,0.5,0.0,0.5,0.0,0.0,29.000594883997625
160,1,1,0,2,1,0,2,3,0.12765957446808512,0.716981132075472,0.2462686567164179,1.0,0.6666666666666667,0.0,0.6666666666666666,0.5,21.49959688255845
161,1,0,1,2,0,0,3,0,0.8723404255319149,0.37735849056603765,0.3059701492537313,0.5,0.6666666666666667,0.5,0.3333333333333333,0.0,29.384756657483933
162,0,1,1,0,1,0,2,3,0.14893617021276595,0.3396226415094339,0.15671641791044777,1.0,0.6666666666666667,0.5,0.6666666666666666,0.0,22.582709172343712
163,1,0,0,1,0,1,3,3,0.23404255319148937,0.8301886792452828,0.2686567164179104,1.0,0.6666666666666667,0.5,1.0,0.0,20.99605274208449
164,1,1,0,1,0,0,2,0,0.44680851063829785,0.6037735849056602,0.3432835820895522,1.0,0.6666666666666667,1.0,0.6666666666666666,0.5,27.13141179099237
165,1,1,0,2,1,0,2,3,0.34042553191489366,0.8867924528301887,0.6791044776119404,0.5,0.6666666666666667,0.0,0.3333333333333333,0.0,35.26475694444444
166,0,1,0,0,0,0,2,0,0.3191489361702128,0.5471698113207548,0.2462686567164179,1.0,0.6666666666666667,0.5,0.0,0.0,23.781212841854934
167,1,1,0,2,0,0,3,4,0.12765957446808512,0.37735849056603765,0.3059701492537313,0.5,0.6666666666666667,0.5,0.3333333333333333,1.0,29.384756657483933
168,0,1,1,2,0,0,2,3,0.17021276595744683,0.5283018867924527,0.2985074626865672,0.5,0.0,0.5,0.3333333333333333,0.0,26.395803401383272
169,0,1,1,1,0,0,3,0,0.6595744680851063,0.3396226415094339,0.2835820895522388,0.5,0.6666666666666667,0.0,0.0,0.0,28.981143437841094
170,1,0,1,2,0,0,2,3,0.17021276595744683,0.509433962264151,0.3208955223880597,0.5,0.0,0.5,0.6666666666666666,0.5,27.717685235262305
171,1,1,1,1,0,0,2,3,0.08510638297872342,0.28301886792452846,0.14179104477611937,0.5,0.6666666666666667,0.5,0.3333333333333333,0.0,22.656249999999996
172,0,0,0,2,0,0,2,3,0.19148936170212766,0.37735849056603765,0.14925373134328357,1.0,0.0,0.5,0.3333333333333333,1.0,21.6712580348944
173,1,0,0,2,0,1,3,3,0.08510638297872342,0.5471698113207548,0.18656716417910446,1.0,0.6666666666666667,0.5,0.0,0.5,21.13885585942661
174,1,0,1,3,0,0,2,3,0.14893617021276595,0.3207547169811322,0.2313432835820895,0.5,0.0,1.0,0.3333333333333333,0.0,26.672763298277697
